,output
60702,1
60703,0
60704,2
60705,1
60706,1
60707,0
60708,1
60709,0
60710,1
60711,1
60713,1
60714,1
60715,0
60717,0
60718,0
60719,2
60720,1
60721,1
60723,1
60724,1
60725,2
60726,0
60727,0
60728,0
60729,0
60731,1
60732,2
60735,1
60737,0
60740,1
60741,0
60742,1
60743,1
60746,1
60747,0
60748,0
60749,1
60750,1
60751,2
60752,1
60753,1
60754,1
60755,1
60758,1
60759,1
60761,0
60762,1
60765,1
60766,1
60767,1
60768,0
60769,0
60770,0
60771,1
60772,1
60774,2
60775,2
60776,1
60779,1
60780,2
60781,1
60782,1
60783,0
60784,0
60785,0
60786,1
60787,0
60788,0
60789,0
60791,1
60792,2
60794,1
60795,1
60796,1
60797,1
60798,1
60799,0
60800,1
60804,0
60805,0
60809,1
60810,1
60812,1
60813,2
60814,1
60815,1
60816,0
60817,0
60818,0
60819,2
60820,1
60821,1
60822,0
60823,0
60824,0
60825,1
60826,0
60827,1
60830,1
60831,1
60832,0
60833,1
60834,1
60838,1
60839,0
60840,1
60841,0
60842,0
60843,1
60844,0
60845,2
60846,0
60847,1
60849,1
60850,0
60852,1
60853,1
60854,1
60855,0
60856,1
60857,1
60858,1
60860,1
60861,0
60862,0
60863,1
60864,0
60865,0
60866,1
60867,1
60868,1
60869,1
60870,0
60871,1
60872,1
60873,0
60874,1
60876,0
60879,1
60880,0
60881,0
60882,0
60883,1
60886,1
60887,0
60888,1
60889,1
60891,0
60892,1
60893,1
60895,1
60896,1
60898,1
60899,0
60900,2
60901,1
60903,1
60904,1
60905,0
60906,1
60907,0
60908,1
60909,1
60910,0
60911,1
60912,1
60913,1
60914,0
60915,0
60916,0
60918,0
60919,0
60920,1
60921,1
60922,1
60923,1
60924,1
60925,1
60926,1
60929,0
60930,1
60931,1
60932,2
60933,1
60934,1
60935,1
60938,0
60939,1
60941,2
60942,1
60943,1
60944,1
60945,1
60946,0
60947,1
60948,1
60949,0
60950,0
60951,1
60952,0
60953,1
60955,1
60956,2
60957,1
60958,1
60959,0
60961,1
60962,0
60963,1
60964,1
60965,1
60966,0
60967,0
60969,0
60970,0
60971,1
60972,1
60974,1
60975,1
60976,2
60977,0
60978,1
60979,1
60980,0
60981,1
60982,1
60983,1
60984,0
60985,1
60986,1
60988,0
60989,1
60990,0
60991,0
60992,2
60993,1
60994,0
60995,1
60997,0
60998,1
61001,0
61002,0
61003,0
61004,0
61006,0
61007,0
61008,1
61009,0
61010,0
61011,1
61012,1
61013,1
61014,1
61016,1
61017,0
61018,0
61021,1
61022,1
61023,0
61024,1
61025,0
61027,0
61028,1
61029,1
61030,0
61031,0
61032,1
61034,1
61035,1
61036,1
61041,1
61042,0
61043,1
61044,0
61045,0
61046,1
61047,1
61048,0
61049,1
61052,1
61053,1
61054,1
61055,1
61056,0
61057,0
61058,1
61061,1
61062,1
61064,1
61065,1
61066,0
61067,0
61069,0
61070,0
61071,1
61072,1
61073,1
61074,1
61076,0
61077,1
61078,0
61079,0
61081,0
61082,1
61083,1
61084,2
61085,0
61086,0
61087,1
61089,0
61090,0
61091,0
61092,1
61094,0
61095,1
61096,0
61099,0
61100,0
61102,1
61103,1
61104,1
61105,1
61107,0
61108,1
61109,0
61110,1
61111,0
61112,2
61113,1
61114,0
61116,1
61117,0
61118,1
61119,0
61120,1
61121,0
61123,0
61124,1
61125,1
61126,0
61128,0
61129,1
61130,1
61131,1
61132,1
61133,0
61135,2
61136,1
61137,1
61138,1
61139,0
61141,1
61142,2
61143,2
61144,1
61145,1
61146,1
61147,1
61148,1
61149,0
61150,1
61151,1
61152,1
61154,1
61155,0
61156,0
61157,1
61158,1
61159,0
61161,1
61162,2
61163,1
61164,0
61167,0
61168,0
61169,0
61170,1
61171,1
61172,0
61173,1
61174,1
61175,0
61178,0
61179,1
61181,0
61182,0
61183,1
61184,2
61185,0
61186,1
61187,1
61188,0
61189,0
61190,0
61191,1
61192,0
61193,0
61194,0
61197,0
61198,0
61199,1
61202,0
61203,0
61204,1
61206,2
61207,1
61208,2
61209,1
61210,1
61211,0
61212,0
61213,0
61214,1
61215,1
61217,0
61219,1
61220,2
61221,1
61222,0
61223,1
61225,0
61228,1
61229,0
61231,1
61232,1
61234,1
61235,0
61237,0
61239,1
61241,1
61242,1
61244,0
61245,0
61249,1
61252,0
61253,0
61254,1
61255,0
61256,1
61257,0
61258,0
61259,0
61260,0
61261,0
61262,0
61263,0
61264,1
61267,0
61268,0
61270,0
61271,1
61272,1
61273,1
61274,2
61276,0
61277,2
61279,0
61282,0
61284,1
61285,0
61287,1
61288,1
61289,0
61290,0
61291,0
61292,1
61293,2
61294,1
61295,0
61296,0
61297,0
61298,1
61299,1
61300,0
61301,0
61302,1
61303,1
61304,0
61305,0
61306,0
61308,1
61309,2
61310,1
61311,1
61312,0
61313,1
61314,0
61315,1
61316,0
61317,0
61318,1
61319,2
61320,1
61322,1
61323,0
61325,1
61326,0
61327,0
61328,1
61329,1
61330,1
61331,1
61332,2
61333,1
61334,1
61335,1
61336,1
61337,1
61339,0
61341,1
61342,0
61343,0
61345,0
61346,1
61348,0
61349,0
61350,1
61351,1
61352,1
61353,1
61354,0
61355,1
61356,1
61357,0
61359,0
61360,1
61362,1
61363,2
61364,2
61365,2
61366,0
61367,2
61368,1
61369,1
61370,0
61371,1
61374,1
61375,1
61376,0
61377,0
61379,1
61381,1
61382,1
61384,1
61385,1
61386,0
61387,1
61388,0
61389,1
61390,1
61391,0
61392,1
61393,1
61394,0
61395,1
61397,0
61398,1
61399,1
61400,0
61401,0
61402,1
61403,0
61404,1
61405,1
61406,1
61407,1
61408,1
61409,2
61410,1
61411,1
61412,2
61414,1
61415,1
61416,0
61417,1
61418,1
61419,0
61420,1
61421,0
61422,0
61423,1
61424,1
61425,1
61426,0
61427,2
61428,1
61429,1
61430,1
61431,0
61433,1
61434,1
61435,0
61436,2
61437,1
61439,0
61441,0
61442,1
61443,0
61444,1
61447,1
61448,2
61449,0
61450,1
61451,1
61452,1
61453,0
61454,1
61455,0
61457,0
61458,1
61459,1
61460,1
61461,1
61463,0
61464,1
61465,1
61466,1
61467,0
61468,1
61469,0
61470,1
61471,2
61473,0
61474,1
61475,1
61476,1
61478,0
61479,1
61482,1
61483,0
61484,0
61485,0
61486,0
61487,0
61489,1
61490,0
61491,0
61492,0
61493,0
61494,0
61495,1
61496,1
61497,0
61498,1
61499,0
61500,1
61502,1
61505,1
61506,1
61507,2
61508,1
61509,1
61511,1
61512,1
61513,1
61514,0
61515,0
61516,2
61517,2
61518,0
61519,1
61520,0
61522,1
61525,0
61527,1
61528,2
61529,1
61530,1
61532,0
61533,1
61534,1
61535,2
61536,0
61537,1
61538,0
61539,0
61540,1
61542,1
61543,1
61545,0
61546,0
61547,1
61548,0
61549,0
61550,0
61551,1
61552,0
61553,1
61554,1
61556,0
61557,1
61558,1
61559,0
61560,1
61561,1
61562,1
61563,1
61564,1
61565,1
61567,1
61568,1
61569,1
61570,0
61571,1
61572,1
61573,1
61574,2
61575,1
61577,1
61578,1
61580,1
61581,1
61582,1
61583,1
61584,1
61585,0
61586,1
61589,1
61590,0
61591,1
61592,0
61594,1
61596,1
61597,1
61600,1
61601,1
61602,0
61603,1
61605,0
61606,0
61607,1
61609,1
61610,0
61612,1
61613,1
61614,0
61615,1
61616,2
61618,0
61619,0
61620,0
61621,1
61623,1
61624,1
61625,0
61626,0
61627,1
61628,1
61629,1
61630,0
61632,1
61633,0
61635,1
61636,0
61638,1
61640,1
61641,1
61642,1
61643,1
61644,1
61645,1
61646,0
61647,0
61648,1
61649,0
61650,1
61652,0
61655,0
61656,0
61657,1
61658,0
61660,1
61661,1
61663,0
61664,1
61665,1
61666,2
61667,1
61668,0
61669,1
61670,1
61672,1
61673,0
61675,1
61676,0
61677,1
61678,0
61679,2
61680,0
61682,1
61683,0
61684,1
61686,0
61687,0
61688,1
61689,1
61690,0
61692,1
61693,1
61694,1
61695,0
61696,0
61697,0
61698,0
61699,1
61701,0
61702,0
61703,1
61704,0
61705,0
61707,1
61708,1
61709,2
61710,1
61711,0
61712,1
61713,0
61714,1
61715,1
61716,1
61717,1
61718,0
61719,1
61720,1
61721,1
61722,1
61723,1
61725,0
61726,1
61727,1
61728,0
61729,1
61730,0
61731,1
61732,1
61733,1
61737,0
61738,0
61739,0
61740,2
61741,1
61743,0
61746,2
61747,0
61748,1
61752,1
61754,1
61755,1
61757,2
61759,0
61760,1
61761,1
61762,1
61763,0
61764,0
61765,1
61766,1
61767,1
61770,1
61771,1
61772,1
61773,1
61774,1
61775,1
61777,0
61778,0
61779,0
61780,0
61781,2
61782,0
61783,0
61784,1
61785,1
61786,0
61787,0
61789,0
61792,0
61793,0
61795,1
61796,1
61797,1
61799,1
61801,1
61802,2
61804,1
61805,1
61806,1
61807,0
61808,1
61809,0
61810,1
61811,0
61813,0
61815,0
61817,1
61818,0
61820,1
61821,1
61822,2
61823,0
61824,1
61825,1
61826,0
61827,1
61828,2
61829,1
61830,1
61831,2
61832,1
61833,0
61834,2
61835,1
61836,1
61837,0
61838,0
61839,0
61840,2
61841,1
61843,1
61844,1
61846,0
61847,1
61848,1
61849,1
61851,0
61852,0
61853,1
61854,1
61855,1
61856,0
61857,1
61858,1
61860,1
61862,0
61863,1
61864,1
61865,1
61868,1
61869,1
61871,0
61872,0
61873,0
61874,1
61875,1
61876,1
61877,1
61878,0
61879,1
61880,0
61883,0
61885,2
61886,2
61887,1
61890,1
61891,1
61892,1
61893,1
61896,1
61897,1
61898,0
61899,0
61900,1
61901,2
61902,1
61903,2
61904,2
61905,0
61907,1
61908,1
61909,0
61911,0
61912,1
61914,0
61915,0
61916,0
61918,1
61919,0
61920,0
61923,1
61924,1
61925,1
61926,1
61927,1
61929,0
61930,0
61931,0
61932,1
61933,0
61934,1
61935,1
61936,0
61937,0
61938,1
61939,0
61940,1
61942,0
61943,1
61944,1
61947,1
61948,2
61949,0
61951,1
61952,1
61955,2
61956,1
61957,1
61958,0
61959,0
61960,1
61961,1
61962,1
61963,1
61964,1
61965,0
61967,1
61968,1
61969,0
61970,0
61971,1
61972,1
61973,1
61975,1
61977,0
61979,1
61980,0
61981,0
61982,0
61983,0
61985,1
61986,1
61987,0
61988,1
61989,0
61990,1
61991,1
61992,0
61993,1
61994,1
61996,1
61997,2
61998,1
61999,0
62000,1
62001,0
62002,1
62003,1
62004,1
62005,0
62006,0
62007,1
62009,1
62010,1
62011,0
62012,0
62013,0
62014,0
62017,0
62018,0
62019,0
62020,1
62021,1
62023,0
62025,0
62026,1
62027,1
62028,1
62029,0
62030,1
62031,0
62032,1
62033,1
62034,0
62035,1
62038,1
62039,0
62040,0
62041,0
62042,1
62043,1
62044,1
62045,1
62046,0
62047,1
62048,0
62049,1
62050,0
62051,0
62052,1
62054,0
62055,0
62056,1
62057,1
62058,1
62059,1
62061,1
62062,1
62063,0
62066,0
62067,0
62068,0
62069,1
62070,2
62072,1
62073,0
62074,1
62076,1
62077,0
62078,1
62079,1
62080,1
62082,0
62083,0
62084,1
62085,1
62086,1
62088,0
62089,1
62090,0
62091,1
62092,1
62093,1
62095,0
62096,1
62097,1
62098,1
62099,0
62100,1
62101,2
62104,1
62106,1
62108,0
62109,0
62110,0
62111,1
62112,0
62113,1
62114,0
62115,0
62116,1
62118,1
62120,0
62121,1
62122,1
62123,1
62124,1
62125,0
62127,1
62128,0
62129,1
62130,0
62131,1
62132,1
62134,0
62136,0
62137,0
62139,1
62140,1
62141,0
62142,0
62143,1
62144,0
62145,1
62147,0
62148,1
62149,1
62150,1
62152,1
62153,0
62154,0
62155,1
62156,0
62157,1
62158,0
62159,0
62160,0
62161,0
62162,1
62163,0
62165,2
62166,1
62167,2
62168,1
62169,0
62170,0
62172,1
62173,1
62174,1
62176,0
62177,1
62178,1
62179,0
62180,1
62181,1
62182,0
62183,1
62186,1
62187,2
62188,1
62189,1
62191,1
62192,1
62193,1
62194,0
62195,1
62196,0
62197,1
62198,0
62199,1
62200,0
62201,0
62202,0
62204,0
62206,0
62208,1
62209,0
62210,1
62211,0
62212,1
62214,1
62215,1
62216,1
62217,0
62218,2
62219,2
62221,0
62222,0
62223,1
62224,0
62225,0
62226,1
62227,0
62228,0
62229,1
62230,0
62231,2
62232,0
62233,0
62234,1
62236,1
62238,0
62239,1
62240,0
62241,2
62242,1
62243,1
62244,0
62245,0
62246,1
62247,1
62248,1
62249,1
62250,2
62251,1
62252,1
62253,1
62255,0
62256,1
62257,1
62258,2
62259,0
62261,1
62262,0
62263,1
62264,0
62265,1
62266,0
62267,0
62268,1
62269,0
62270,0
62271,0
62272,0
62273,1
62274,1
62275,0
62276,0
62277,0
62278,1
62279,0
62280,1
62281,1
62282,1
62283,0
62287,1
62288,1
62289,1
62290,1
62291,1
62293,1
62295,1
62296,1
62297,1
62298,1
62299,0
62300,1
62301,1
62303,1
62305,0
62308,0
62309,1
62310,0
62311,0
62314,0
62315,1
62316,0
62317,1
62319,0
62321,0
62322,1
62323,0
62324,0
62325,1
62326,0
62328,1
62329,2
62330,1
62331,1
62332,1
62333,2
62334,0
62335,1
62336,1
62337,0
62338,1
62339,1
62340,1
62341,2
62342,1
62345,1
62346,0
62347,0
62348,0
62350,0
62351,1
62352,0
62353,1
62354,2
62356,1
62357,0
62360,1
62361,1
62362,1
62363,0
62365,0
62366,1
62367,1
62368,1
62369,0
62370,1
62371,0
62372,0
62373,1
62374,1
62376,1
62378,1
62379,1
62380,0
62382,1
62383,2
62384,1
62385,0
62386,0
62387,1
62388,1
62389,1
62390,0
62391,1
62392,1
62394,0
62395,2
62396,1
62397,0
62398,1
62399,0
62401,1
62403,1
62404,0
62405,1
62406,2
62407,1
62408,2
62410,1
62411,0
62412,1
62414,1
62415,0
62416,0
62417,1
62418,0
62419,2
62420,0
62422,1
62423,0
62424,1
62425,0
62426,1
62429,1
62430,2
62434,1
62435,1
62436,1
62437,1
62438,0
62439,1
62440,0
62441,1
62442,0
62443,0
62444,1
62445,1
62447,0
62448,1
62449,0
62451,0
62452,0
62453,2
62454,0
62455,0
62456,0
62457,1
62458,0
62459,0
62460,1
62461,2
62463,0
62464,2
62465,0
62466,0
62467,2
62468,0
62469,1
62470,1
62471,1
62472,0
62473,1
62474,1
62475,1
62476,0
62478,0
62479,0
62480,0
62481,1
62482,0
62484,1
62485,0
62486,0
62488,1
62489,1
62490,0
62491,0
62492,1
62493,0
62494,1
62496,1
62498,1
62499,1
62500,1
62501,0
62502,0
62503,0
62504,1
62505,1
62506,0
62507,1
62508,1
62510,0
62511,0
62512,0
62513,0
62514,2
62515,1
62516,0
62517,0
62518,1
62519,1
62521,0
62522,1
62523,0
62524,1
62526,0
62528,0
62530,1
62531,0
62535,0
62536,1
62537,1
62538,1
62539,0
62540,1
62541,0
62542,1
62543,0
62544,0
62545,0
62546,0
62548,0
62549,1
62550,1
62552,1
62553,1
62554,1
62556,1
62558,1
62559,1
62560,1
62561,0
62562,1
62563,1
62566,1
62567,2
62569,1
62570,0
62571,0
62572,1
62573,0
62574,0
62575,0
62576,2
62577,2
62579,0
62581,1
62582,0
62583,0
62584,1
62585,0
62586,0
62587,1
62588,1
62589,1
62590,0
62591,1
62593,1
62594,1
62595,1
62596,1
62597,1
62598,0
62600,1
62601,1
62602,1
62603,0
62604,0
62605,1
62606,1
62607,0
62608,1
62609,1
62610,1
62611,1
62612,1
62613,0
62614,0
62615,0
62618,1
62619,2
62620,0
62621,1
62622,0
62624,1
62626,0
62627,1
62628,1
62630,0
62631,1
62633,1
62634,1
62635,0
62636,0
62637,1
62638,0
62639,1
62640,1
62642,1
62643,1
62644,1
62645,1
62646,0
62647,1
62649,2
62650,0
62651,1
62654,0
62655,1
62656,2
62657,1
62658,1
62659,0
62660,0
62661,1
62662,1
62663,0
62664,1
62665,1
62666,1
62667,2
62668,0
62669,1
62671,0
62672,1
62673,0
62674,0
62675,0
62677,0
62678,0
62679,1
62680,0
62681,0
62682,1
62685,0
62686,0
62687,0
62688,0
62689,1
62690,0
62691,0
62692,0
62693,1
62694,1
62695,1
62696,0
62697,0
62698,2
62699,1
62700,0
62701,0
62702,1
62703,1
62704,1
62705,1
62706,1
62708,0
62710,2
62711,2
62712,1
62713,1
62714,0
62716,0
62718,1
62720,1
62721,0
62722,1
62723,1
62724,1
62725,1
62726,0
62727,1
62728,1
62729,1
62730,0
62732,0
62733,1
62734,1
62736,0
62737,0
62738,0
62739,1
62740,0
62741,0
62742,2
62743,1
62745,0
62746,0
62747,1
62749,1
62750,2
62751,0
62753,0
62754,0
62756,0
62757,1
62758,1
62759,1
62760,1
62762,2
62764,1
62765,0
62766,1
62767,0
62768,1
62770,1
62771,1
62772,1
62774,0
62775,1
62776,1
62779,1
62780,1
62781,0
62782,0
62783,1
62784,1
62787,0
62788,1
62789,0
62791,1
62792,2
62794,1
62795,1
62796,1
62800,1
62801,1
62802,1
62803,1
62804,1
62805,1
62806,1
62807,0
62808,1
62809,1
62810,1
62811,1
62812,0
62813,0
62814,1
62815,2
62818,1
62819,0
62820,0
62821,1
62822,1
62824,1
62825,1
62826,1
62828,1
62829,1
62830,1
62831,1
62832,0
62833,0
62834,1
62836,2
62837,0
62838,0
62839,2
62840,0
62841,0
62842,1
62846,1
62847,1
62848,2
62851,1
62853,1
62854,1
62855,1
62856,0
62858,1
62860,0
62861,1
62862,0
62864,0
62865,0
62866,1
62867,0
62868,0
62869,1
62870,1
62871,1
62872,1
62873,1
62874,1
62877,0
62881,1
62882,0
62883,0
62884,1
62885,1
62888,0
62889,1
62890,2
62891,1
62892,2
62893,1
62894,1
62896,1
62897,0
62898,2
62899,1
62901,1
62903,1
62904,0
62906,0
62908,1
62909,1
62910,1
62911,1
62912,0
62914,1
62915,1
62916,1
62917,1
62918,0
62919,1
62920,1
62923,1
62924,1
62928,0
62929,1
62931,1
62933,0
62934,1
62935,1
62936,0
62937,1
62938,1
62940,0
62941,0
62942,1
62943,1
62944,0
62946,1
62947,0
62948,0
62950,0
62951,0
62953,1
62954,2
62955,1
62956,1
62957,1
62958,1
62959,0
62960,1
62961,1
62964,1
62965,1
62966,0
62967,2
62968,0
62970,1
62971,1
62972,0
62973,0
62975,1
62976,1
62977,1
62978,1
62980,0
62981,0
62982,1
62983,0
62984,1
62985,0
62986,0
62989,0
62990,1
62991,0
62992,0
62993,0
62994,0
62995,0
62996,1
62998,0
62999,1
63000,0
63001,1
63002,1
63003,0
63004,0
63005,0
63006,2
63007,1
63008,1
63010,0
63011,1
63012,0
63013,2
63014,0
63015,2
63016,1
63018,1
63019,0
63020,0
63022,0
63024,0
63025,0
63026,0
63027,1
63028,0
63029,1
63030,0
63031,1
63032,0
63033,1
63034,1
63036,1
63037,1
63038,0
63039,0
63040,1
63041,1
63042,0
63043,1
63044,1
63045,0
63046,1
63047,1
63048,1
63049,2
63050,1
63051,0
63052,1
63053,1
63054,1
63056,1
63057,1
63058,1
63059,1
63060,1
63062,0
63063,1
63066,1
63067,1
63068,0
63069,1
63070,1
63071,2
63072,2
63074,0
63075,1
63076,1
63077,0
63078,1
63079,1
63080,1
63081,1
63082,1
63083,0
63084,1
63085,1
63087,0
63088,2
63089,1
63090,1
63091,1
63092,1
63093,1
63094,1
63095,1
63096,2
63097,0
63099,1
63102,1
63103,0
63104,1
63105,0
63106,1
63107,1
63108,1
63109,1
63111,2
63113,0
63114,0
63117,0
63118,1
63120,1
63121,0
63122,1
63123,2
63124,2
63125,0
63126,1
63128,0
63131,1
63132,1
63134,1
63135,1
63137,1
63138,2
63139,1
63140,1
63141,1
63142,1
63144,0
63146,1
63147,1
63148,1
63149,1
63150,0
63151,0
63152,1
63154,1
63155,1
63157,1
63158,1
63159,1
63160,0
63161,2
63162,0
63164,0
63165,0
63168,1
63169,1
63170,0
63171,0
63172,0
63173,1
63174,1
63175,1
63176,0
63177,1
63178,2
63179,2
63180,1
63181,2
63183,0
63185,0
63187,0
63189,0
63190,2
63191,1
63192,0
63193,0
63194,1
63195,1
63196,0
63197,0
63198,0
63199,0
63201,1
63202,1
63203,1
63204,0
63206,1
63208,0
63209,1
63210,0
63213,1
63214,1
63215,1
63217,0
63218,0
63219,1
63221,1
63222,0
63223,0
63224,0
63225,1
63226,0
63228,0
63229,2
63230,0
63231,1
63232,0
63234,1
63235,1
63236,1
63237,1
63238,0
63239,1
63240,1
63241,1
63242,0
63243,2
63244,1
63245,0
63246,2
63247,1
63248,0
63249,0
63250,1
63251,1
63252,0
63253,0
63254,2
63257,1
63258,1
63260,1
63261,0
63263,1
63264,0
63265,0
63266,1
63267,0
63268,0
63269,0
63270,0
63271,1
63272,0
63273,0
63274,0
63279,1
63281,0
63282,1
63285,1
63286,1
63287,1
63288,1
63289,1
63290,1
63292,1
63294,1
63295,1
63296,1
63297,1
63298,1
63300,0
63301,0
63302,0
63304,1
63306,1
63307,1
63308,1
63310,0
63312,0
63313,1
63314,1
63315,0
63317,0
63320,1
63321,1
63322,1
63323,1
63324,0
63325,0
63326,1
63327,1
63328,1
63329,1
63330,1
63331,1
63332,2
63333,1
63334,1
63336,1
63337,1
63338,1
63340,1
63341,0
63342,0
63343,0
63344,1
63345,1
63347,1
63348,1
63349,1
63350,0
63351,1
63353,0
63355,1
63359,1
63360,0
63361,0
63362,1
63363,1
63364,1
63365,2
63366,1
63368,0
63369,0
63370,1
63373,1
63374,1
63376,2
63377,0
63378,1
63379,1
63382,1
63383,2
63384,1
63385,0
63386,1
63388,0
63389,2
63390,1
63391,1
63392,0
63393,0
63394,1
63395,0
63396,1
63398,0
63399,0
63403,1
63404,1
63405,0
63406,0
63407,1
63408,0
63409,0
63410,1
63411,1
63412,1
63414,1
63415,1
63416,0
63417,2
63418,2
63419,0
63420,0
63421,1
63422,1
63423,1
63425,1
63426,2
63427,1
63428,0
63430,1
63431,0
63432,1
63434,2
63435,0
63436,1
63437,0
63439,1
63440,1
63441,0
63442,1
63443,1
63444,1
63445,1
63446,0
63447,0
63448,1
63449,1
63450,0
63451,0
63452,0
63453,2
63456,1
63457,0
63459,1
63460,0
63461,0
63462,1
63463,1
63466,1
63467,1
63469,0
63470,0
63471,1
63472,0
63473,0
63476,1
63477,1
63478,0
63479,0
63480,1
63481,2
63483,1
63484,1
63485,1
63486,0
63487,1
63488,1
63489,1
63491,1
63492,1
63493,1
63494,2
63495,0
63496,0
63498,0
63499,1
63500,1
63501,1
63502,1
63503,1
63504,1
63505,2
63506,0
63507,0
63509,1
63510,1
63512,0
63513,1
63514,1
63515,1
63516,1
63518,0
63519,1
63520,2
63521,1
63522,1
63523,0
63524,1
63525,1
63527,1
63529,1
63530,0
63531,0
63532,2
63533,0
63534,0
63535,1
63537,2
63538,0
63539,1
63540,2
63541,0
63543,0
63544,0
63545,0
63546,0
63548,1
63549,0
63550,1
63552,0
63553,0
63554,1
63555,1
63556,1
63557,0
63558,1
63559,1
63560,0
63561,0
63562,0
63563,0
63564,1
63565,2
63566,0
63567,1
63568,0
63571,0
63572,1
63573,0
63574,1
63575,1
63578,1
63579,1
63580,0
63581,0
63582,2
63583,0
63584,0
63585,0
63586,1
63587,0
63588,2
63589,1
63592,0
63593,1
63594,1
63595,1
63596,1
63598,0
63599,0
63600,0
63601,1
63603,0
63604,1
63606,0
63609,1
63610,1
63611,1
63612,0
63613,1
63615,0
63616,2
63618,0
63619,0
63620,0
63621,0
63623,0
63624,0
63626,1
63627,1
63628,1
63630,1
63631,0
63632,1
63633,0
63634,1
63635,1
63637,0
63638,2
63639,2
63640,0
63641,1
63642,0
63643,0
63644,0
63645,1
63646,0
63647,2
63648,0
63649,1
63652,0
63653,0
63655,1
63657,1
63658,0
63659,1
63660,1
63661,1
63663,0
63666,1
63667,1
63668,1
63669,1
63670,1
63671,0
63672,2
63673,1
63675,0
63677,0
63679,0
63682,0
63684,1
63685,1
63686,1
63688,0
63691,2
63692,0
63693,0
63694,0
63695,0
63697,0
63698,0
63699,0
63700,1
63702,0
63703,0
63705,0
63706,1
63709,1
63710,0
63711,1
63712,0
63713,2
63714,0
63715,0
63717,1
63718,1
63719,0
63720,1
63721,1
63722,0
63723,0
63726,1
63727,1
63728,1
63729,0
63730,0
63732,1
63733,2
63734,2
63735,0
63736,0
63737,0
63738,1
63739,2
63740,0
63741,2
63743,0
63744,2
63745,0
63746,0
63747,0
63751,1
63752,1
63754,0
63755,0
63756,1
63757,2
63759,0
63760,0
63761,1
63762,0
63763,1
63764,1
63766,0
63767,1
63768,1
63769,0
63770,1
63771,0
63772,1
63773,1
63774,1
63775,1
63776,0
63777,2
63778,2
63780,1
63781,2
63782,1
63783,1
63785,0
63786,0
63787,2
63788,1
63789,0
63790,0
63791,0
63792,1
63794,0
63795,0
63796,1
63797,1
63798,0
63799,0
63800,1
63802,1
63803,1
63804,1
63805,1
63806,0
63807,0
63810,1
63812,0
63813,1
63814,0
63815,1
63816,1
63818,1
63819,0
63820,1
63822,1
63823,0
63824,1
63825,0
63826,1
63829,0
63830,1
63832,1
63833,0
63834,0
63836,1
63837,0
63838,1
63839,1
63840,1
63841,0
63842,0
63843,0
63844,1
63845,1
63846,1
63847,1
63848,1
63849,0
63851,0
63853,1
63854,1
63856,0
63857,1
63860,1
63861,1
63862,1
63863,0
63864,1
63865,1
63866,1
63867,0
63868,1
63869,2
63871,0
63872,0
63873,0
63874,0
63875,0
63876,0
63877,1
63878,1
63879,1
63881,1
63882,2
63883,0
63884,1
63885,1
63886,0
63887,1
63888,1
63891,1
63892,0
63894,1
63895,0
63896,0
63897,1
63899,0
63900,0
63901,0
63902,2
63903,1
63905,1
63907,0
63908,0
63909,1
63910,1
63911,1
63912,0
63913,1
63915,1
63916,1
63917,1
63919,1
63920,2
63921,1
63922,1
63923,0
63926,1
63927,1
63928,0
63929,0
63930,0
63931,0
63933,1
63934,1
63935,0
63936,1
63939,1
63940,0
63941,1
63942,1
63944,1
63945,0
63947,0
63948,0
63950,1
63952,1
63953,1
63954,0
63955,1
63957,1
63958,0
63959,0
63960,1
63961,1
63962,1
63963,1
63964,0
63966,1
63967,0
63968,1
63969,1
63972,1
63975,1
63976,0
63978,0
63980,1
63981,2
63982,1
63984,1
63985,2
63988,1
63990,0
63992,0
63993,0
63994,1
63995,0
63996,0
63997,1
63998,0
63999,1
64000,0
64001,0
64003,1
64004,0
64005,0
64006,0
64007,1
64008,1
64009,0
64010,0
64011,0
64012,0
64013,0
64014,2
64015,0
64017,0
64018,1
64019,0
64021,1
64022,0
64024,0
64025,0
64026,0
64027,1
64029,0
64030,2
64031,0
64032,1
64033,0
64035,0
64036,0
64037,1
64038,0
64039,1
64042,0
64043,1
64045,1
64046,1
64048,1
64049,1
64050,1
64051,1
64053,1
64054,0
64056,0
64057,1
64059,2
64060,1
64061,1
64062,1
64065,1
64066,1
64068,2
64069,1
64072,1
64074,0
64076,2
64077,1
64078,0
64079,0
64080,0
64081,2
64082,1
64083,1
64084,1
64085,0
64086,1
64087,0
64088,0
64089,1
64090,1
64091,0
64092,1
64093,1
64094,1
64095,1
64096,0
64097,0
64099,1
64100,1
64101,1
64102,0
64103,0
64104,0
64105,0
64106,1
64107,0
64108,1
64109,0
64110,1
64111,1
64112,1
64113,1
64115,1
64116,0
64117,1
64118,1
64119,1
64120,1
64121,1
64123,0
64124,0
64125,1
64126,1
64127,0
64128,1
64130,0
64131,2
64132,0
64133,1
64134,1
64135,1
64136,1
64137,0
64138,1
64139,0
64140,1
64141,0
64142,1
64143,0
64144,1
64145,1
64147,0
64148,1
64149,1
64153,0
64154,0
64155,1
64156,0
64157,0
64158,1
64159,2
64160,0
64161,1
64162,0
64163,1
64164,0
64168,1
64169,1
64170,0
64171,1
64172,1
64173,2
64174,1
64177,0
64178,0
64179,0
64180,0
64181,0
64182,2
64183,0
64184,1
64185,0
64186,1
